id,name,category,type,calories,protein,fat,saturated_fat,carbs,sugar,fiber,sodium,vitamin_a,vitamin_c,calcium,iron,image_url,description
291,Paella,Main Course,Modern,480,32.5,18.5,4.5,52.5,3.5,2.8,920,280,10.5,85,4.2,,Spanish rice dish
292,Gazpacho,Soup,Modern,85,2.5,4.5,0.8,10.5,6.5,2.5,620,180,42.5,25,1.2,,Spanish cold soup
293,Tortilla Espanola,Main Course,Modern,280,10.5,18.5,3.5,20.5,2.5,2.2,520,120,2.5,45,1.8,,Spanish potato omelet
294,Patatas Bravas,Side Dish,Modern,320,3.5,18.5,2.5,36.5,3.5,3.2,620,85,15.5,25,1.5,,Spicy Spanish potatoes
295,Croquetas,Snack,Modern,280,10.5,18.5,5.5,18.5,3.5,1.2,620,120,2.5,85,1.5,,Spanish croquettes
296,Jamon Iberico,Appetizer,Modern,220,31.5,10.5,3.5,0.5,0.5,0,1520,0,0,10,1.8,,Spanish cured ham
297,Pimientos de Padron,Appetizer,Modern,45,1.8,3.5,0.5,3.5,2.5,1.5,320,120,88.5,15,0.8,,Spanish fried peppers
298,Pulpo a la Gallega,Appetizer,Modern,180,32.5,4.5,1.2,3.5,0,0,520,85,6.5,85,8.5,,Galician octopus
299,Albondigas,Main Course,Modern,380,28.5,22.5,7.5,12.5,3.5,2.2,720,180,5.5,65,3.8,,Spanish meatballs
300,Crema Catalana,Dessert,Modern,280,5.5,12.5,7.5,38.5,32.5,0,95,280,1.5,120,0.8,,Spanish custard dessert
301,Gelato,Dessert,Modern,220,4.5,8.5,5.5,32.5,28.5,0.5,85,120,0,120,0.3,,Italian ice cream
302,Tiramisu,Dessert,Modern,380,6.5,22.5,12.5,38.5,28.5,0.8,180,280,1.5,85,1.2,,Italian coffee dessert
303,Risotto,Main Course,Modern,380,12.5,14.5,6.5,48.5,2.5,1.8,720,220,0,180,1.5,,Italian rice dish
304,Gnocchi,Main Course,Modern,320,8.5,10.5,4.5,48.5,2.5,2.8,620,85,12.5,45,1.8,,Italian potato dumplings
305,Minestrone,Soup,Modern,120,4.5,3.5,0.8,18.5,4.5,4.5,720,280,25.5,65,2.2,,Italian vegetable soup
306,Carpaccio,Appetizer,Modern,220,28.5,11.5,3.5,1.5,1.5,0.5,420,85,8.5,25,2.8,,Italian raw beef
307,Bruschetta,Appetizer,Modern,180,4.5,8.5,1.2,22.5,3.5,2.2,380,120,15.5,25,1.5,,Italian toasted bread
308,Caprese,Salad,Modern,220,12.5,18.5,8.5,5.5,4.5,1.5,420,220,18.5,220,0.8,,Italian tomato mozzarella
309,Osso Buco,Main Course,Modern,380,42.5,20.5,6.5,8.5,3.5,1.5,620,220,12.5,45,4.5,,Italian braised veal
310,Saltimbocca,Main Course,Modern,320,38.5,17.5,5.5,2.5,1.5,0.5,820,120,2.5,35,2.8,,Italian veal and prosciutto
311,Focaccia,Bread,Modern,280,6.5,10.5,1.5,40.5,2.5,2.5,520,0,0,25,2.2,,Italian flatbread
312,Calzone,Main Course,Modern,420,18.5,18.5,7.5,45.5,4.5,2.8,820,180,5.5,280,3.2,,Folded pizza
313,Stromboli,Main Course,Modern,480,22.5,25.5,9.5,42.5,3.5,2.5,980,120,3.5,220,3.5,,Rolled pizza
314,Cannoli,Dessert,Modern,320,5.5,18.5,8.5,35.5,28.5,1.2,180,85,1.5,120,1.5,,Italian pastry tubes
315,Panna Cotta,Dessert,Modern,280,3.5,22.5,14.5,18.5,17.5,0,55,320,1.2,85,0.2,,Italian custard dessert
316,Affogato,Dessert,Modern,180,2.5,8.5,5.5,22.5,20.5,0,45,120,0,65,0.3,,Ice cream with espresso
317,Arancini,Snack,Modern,380,10.5,18.5,5.5,45.5,2.5,2.2,620,120,3.5,120,2.5,,Italian rice balls
318,Polenta,Side Dish,Modern,120,2.8,0.5,0.1,26.5,1.5,1.5,320,85,0,5,0.8,,Italian cornmeal
319,Vitello Tonnato,Appetizer,Modern,280,32.5,15.5,3.5,2.5,1.5,0.5,620,85,3.5,25,2.5,,Veal with tuna sauce
320,Zabaglione,Dessert,Modern,180,4.5,5.5,2.5,22.5,20.5,0,35,120,2.5,45,1.2,,Italian custard
321,Cassoulet,Main Course,Modern,480,32.5,28.5,10.5,25.5,3.5,7.5,920,180,8.5,120,5.2,,French bean casserole
322,Coq au Vin,Main Course,Modern,420,38.5,22.5,6.5,8.5,3.5,1.5,720,220,5.5,45,3.8,,Chicken in wine sauce
323,Bouillabaisse,Soup,Modern,320,38.5,12.5,2.5,12.5,5.5,2.5,920,380,18.5,120,3.5,,French fish stew
324,Ratatouille,Side Dish,Modern,120,2.5,8.5,1.2,10.5,6.5,3.5,420,220,28.5,35,1.5,,French vegetable stew
325,Quiche,Main Course,Modern,380,14.5,28.5,12.5,18.5,3.5,1.5,620,380,2.5,220,2.2,,French savory pie
326,Croque Monsieur,Sandwich,Modern,420,22.5,25.5,12.5,28.5,3.5,1.8,920,220,2.5,380,2.5,,French ham cheese sandwich
327,Escargot,Appetizer,Modern,180,16.5,12.5,6.5,2.5,0.5,0,420,85,1.5,35,3.5,,French snails
328,Foie Gras,Appetizer,Modern,480,11.5,44.5,14.5,4.5,2.5,0,720,5400,2.5,15,18.5,,French duck liver
329,Tarte Tatin,Dessert,Modern,380,3.5,18.5,10.5,52.5,38.5,2.5,280,85,8.5,25,1.2,,French apple tart
330,Creme Brulee,Dessert,Modern,320,4.5,22.5,13.5,26.5,25.5,0,55,380,0,95,0.5,,French burnt cream
331,Macaron,Dessert,Modern,120,2.2,5.5,1.5,16.5,15.5,1.2,25,0,0,20,0.5,,French sandwich cookies
332,Eclair,Dessert,Modern,280,5.5,18.5,10.5,25.5,18.5,0.8,220,220,0,65,1.2,,French cream pastry
333,Madeleine,Dessert,Modern,120,2.2,5.5,2.5,16.5,10.5,0.5,85,85,0.5,25,0.8,,French sponge cake
334,Baguette,Bread,Modern,180,5.5,1.2,0.2,36.5,2.5,2.2,420,0,0,15,2.2,,French bread
335,Brioche,Bread,Modern,320,8.5,14.5,8.5,40.5,12.5,2.2,380,220,0,45,2.5,,French sweet bread
336,Pain au Chocolat,Breakfast,Modern,420,7.5,22.5,13.5,48.5,18.5,2.8,380,180,0,35,2.8,,Chocolate croissant
337,Crepe,Breakfast,Modern,120,4.5,5.5,2.5,14.5,3.5,0.8,180,85,0,65,1.2,,French thin pancake
338,Galette,Main Course,Modern,280,10.5,12.5,5.5,32.5,2.5,3.5,520,120,2.5,85,2.5,,Savory buckwheat crepe
339,Nicoise Salad,Salad,Modern,320,18.5,22.5,3.5,12.5,5.5,4.5,920,280,25.5,85,2.8,,French tuna salad
340,French Onion Soup,Soup,Modern,280,12.5,12.5,6.5,28.5,8.5,2.5,1020,85,8.5,280,1.8,,Onion soup with cheese
341,Moussaka,Main Course,Modern,420,22.5,28.5,10.5,18.5,8.5,3.5,720,220,10.5,180,3.5,,Greek eggplant casserole
342,Souvlaki,Main Course,Modern,320,38.5,16.5,4.5,3.5,2.5,0.8,620,85,12.5,25,3.2,,Greek meat skewer
343,Tzatziki,Condiment,Modern,65,3.5,4.5,2.5,4.5,3.5,0.5,320,85,2.5,85,0.3,,Greek yogurt sauce
344,Dolmades,Appetizer,Modern,180,3.5,8.5,1.2,24.5,3.5,2.8,520,120,15.5,45,2.2,,Stuffed grape leaves
345,Spanakopita,Snack,Modern,280,8.5,18.5,7.5,22.5,2.5,2.2,620,420,5.5,180,3.5,,Greek spinach pie
346,Baklava,Dessert,Modern,420,6.5,22.5,5.5,52.5,38.5,2.8,280,85,2.5,45,2.5,,Greek layered pastry
347,Loukoumades,Dessert,Modern,380,5.5,18.5,3.5,50.5,28.5,1.8,320,0,1.5,35,2.2,,Greek honey puffs
348,Feta Cheese,Dairy,Modern,280,14.5,22.5,15.5,4.5,4.5,0,1120,220,0,493,0.7,,Greek brined cheese
349,Greek Salad,Salad,Modern,180,4.5,14.5,4.5,10.5,6.5,3.5,720,180,28.5,120,1.8,,Horiatiki salad
350,Gyros,Fast Food,Modern,520,28.5,32.5,10.5,32.5,4.5,2.8,980,180,12.5,85,3.8,,Greek wrapped meat
351,Kleftiko,Main Course,Modern,480,52.5,28.5,10.5,3.5,2.5,0.8,620,120,8.5,35,4.5,,Greek slow cooked lamb
352,Pastitsio,Main Course,Modern,420,20.5,22.5,9.5,35.5,6.5,2.5,720,180,5.5,220,3.2,,Greek pasta bake
353,Stifado,Stew,Modern,380,35.5,20.5,6.5,12.5,6.5,2.8,720,220,15.5,65,4.2,,Greek beef stew
354,Taramasalata,Appetizer,Modern,320,3.5,32.5,4.5,6.5,1.5,0.5,820,120,3.5,35,0.8,,Greek fish roe dip
355,Saganaki,Appetizer,Modern,380,22.5,30.5,18.5,4.5,3.5,0,920,280,0,620,0.5,,Fried Greek cheese
356,Avgolemono,Soup,Modern,120,5.5,6.5,1.5,12.5,1.5,0.8,620,120,18.5,35,1.2,,Greek lemon soup
357,Koulouri,Snack,Modern,220,6.5,3.5,0.5,42.5,2.5,2.2,620,0,0,85,2.5,,Greek sesame bread ring
358,Galaktoboureko,Dessert,Modern,380,6.5,18.5,9.5,48.5,35.5,0.8,220,180,2.5,120,1.2,,Greek custard pastry
359,Melomakarona,Dessert,Modern,380,4.5,18.5,3.5,52.5,32.5,2.2,180,0,2.5,35,1.8,,Greek honey cookies
360,Kourabiedes,Dessert,Modern,420,5.5,22.5,8.5,50.5,22.5,2.5,120,120,0,45,2.2,,Greek almond cookies
361,Doner Kebab,Fast Food,Modern,520,32.5,35.5,12.5,22.5,3.5,2.2,1020,120,8.5,85,4.2,,Turkish rotating meat
362,Lahmacun,Fast Food,Modern,280,12.5,10.5,3.5,35.5,4.5,3.2,620,180,12.5,45,2.8,,Turkish pizza
363,Manti,Main Course,Modern,380,18.5,15.5,6.5,42.5,4.5,2.5,720,120,3.5,120,3.2,,Turkish dumplings
364,Imam Bayildi,Main Course,Modern,220,2.5,16.5,2.5,17.5,9.5,4.5,420,120,18.5,35,1.5,,Stuffed eggplant
365,Kofte,Main Course,Modern,380,35.5,24.5,8.5,6.5,2.5,1.5,720,120,5.5,45,4.2,,Turkish meatballs
366,Pide,Main Course,Modern,420,18.5,18.5,7.5,48.5,3.5,2.8,820,180,5.5,220,3.5,,Turkish boat bread
367,Borek,Snack,Modern,320,10.5,20.5,8.5,26.5,2.5,1.8,620,220,3.5,120,2.2,,Turkish savory pastry
368,Gozleme,Snack,Modern,280,12.5,10.5,4.5,36.5,3.5,2.5,580,180,8.5,180,2.8,,Turkish stuffed flatbread
369,Simit,Snack,Modern,280,8.5,6.5,1.2,50.5,3.5,3.2,820,0,0,120,3.5,,Turkish sesame bagel
370,Menemen,Breakfast,Modern,180,10.5,12.5,3.5,8.5,5.5,2.2,520,220,28.5,85,2.5,,Turkish scrambled eggs
371,Ayran,Drink,Modern,85,3.5,3.5,2.2,8.5,7.5,0,420,85,1.5,120,0.2,,Turkish yogurt drink
372,Turkish Delight,Dessert,Modern,320,0.5,0,0,82.5,72.5,0.5,15,0,2.5,5,0.2,,Lokum candy
373,Kunefe,Dessert,Modern,480,10.5,22.5,12.5,62.5,42.5,1.2,420,120,0,180,1.5,,Turkish cheese pastry
374,Sutlac,Dessert,Modern,220,6.5,6.5,3.5,35.5,28.5,0.5,95,120,1.5,180,0.5,,Turkish rice pudding
375,Ashure,Dessert,Modern,320,6.5,8.5,1.5,58.5,32.5,5.5,120,85,8.5,65,2.5,,Noah's pudding
376,Tulumba,Dessert,Modern,380,3.5,15.5,3.5,58.5,42.5,0.8,280,0,0,25,1.5,,Turkish fried dough
377,Iskender Kebab,Main Course,Modern,580,42.5,38.5,15.5,18.5,5.5,2.5,980,280,12.5,120,4.8,,Kebab with yogurt sauce
378,Adana Kebab,Main Course,Modern,420,38.5,28.5,10.5,3.5,2.5,1.2,820,180,8.5,35,4.5,,Spicy Turkish kebab
379,Shish Kebab,Main Course,Modern,320,42.5,15.5,5.5,2.5,1.5,0.8,620,85,5.5,25,3.8,,Turkish skewered meat
380,Meze,Appetizer,Modern,280,8.5,20.5,5.5,16.5,5.5,3.5,720,220,12.5,85,2.2,,Turkish appetizer platter
381,Dolma,Main Course,Modern,320,18.5,18.5,5.5,22.5,4.5,3.2,620,180,12.5,65,3.2,,Stuffed vegetables
382,Mercimek,Soup,Modern,220,12.5,6.5,1.2,32.5,4.5,8.5,620,220,8.5,45,4.5,,Turkish lentil soup
383,Cacik,Side Dish,Modern,85,4.5,5.5,3.5,6.5,5.5,1.2,380,120,3.5,120,0.5,,Turkish cucumber yogurt
384,Pilav,Side Dish,Modern,280,5.5,8.5,1.5,46.5,1.5,1.8,420,0,0,20,1.8,,Turkish rice
385,Bulgur Pilavi,Side Dish,Modern,240,6.5,5.5,1.2,42.5,2.5,8.5,380,85,2.5,35,2.5,,Bulgur wheat pilaf
386,Kisir,Salad,Modern,220,5.5,10.5,1.5,28.5,4.5,5.5,480,180,22.5,45,2.8,,Turkish bulgur salad
387,Tabbouleh,Salad,Modern,180,3.5,12.5,1.8,16.5,3.5,4.5,420,220,38.5,55,3.2,,Middle Eastern parsley salad
388,Hummus,Appetizer,Modern,220,8.5,10.5,1.5,25.5,4.5,6.5,380,0,8.5,45,3.5,,Chickpea dip
389,Baba Ganoush,Appetizer,Modern,180,2.5,14.5,2.2,12.5,5.5,4.5,420,85,8.5,35,1.2,,Eggplant dip
390,Falafel,Snack,Modern,320,12.5,18.5,2.5,32.5,5.5,7.5,620,85,3.5,85,4.2,,Fried chickpea balls
391,Kibbeh,Main Course,Modern,380,22.5,20.5,6.5,28.5,3.5,4.5,620,120,5.5,45,3.8,,Bulgur meat croquette
392,Fattoush,Salad,Modern,220,4.5,14.5,2.5,20.5,5.5,4.5,520,220,28.5,65,2.5,,Levantine bread salad
393,Muhammara,Appetizer,Modern,180,3.5,14.5,1.8,11.5,5.5,3.5,380,380,85.5,35,2.2,,Red pepper walnut dip
394,Zaatar,Condiment,Modern,45,1.5,3.5,0.5,3.5,0.5,2.5,15,120,8.5,85,3.5,,Middle Eastern spice blend
395,Manakeesh,Breakfast,Modern,280,8.5,12.5,3.5,36.5,2.5,2.8,620,85,2.5,120,3.2,,Levantine flatbread
396,Knafeh,Dessert,Modern,420,8.5,20.5,10.5,54.5,38.5,1.5,520,120,0,180,1.8,,Middle Eastern cheese pastry
397,Maamoul,Dessert,Modern,380,5.5,18.5,6.5,50.5,22.5,2.5,120,0,0,35,1.8,,Date filled cookies
398,Halva,Dessert,Modern,520,12.5,32.5,5.5,50.5,38.5,3.5,85,0,1.5,120,4.5,,Sesame sweet
399,Arak,Drink,Modern,220,0,0,0,0,0,0,5,0,0,5,0,,Anise flavored spirit
400,Arabic Coffee,Drink,Modern,5,0.2,0.1,0,0.8,0.5,0,5,0,1.5,5,0.2,,Cardamom coffee
401,Schnitzel,Main Course,Modern,420,32.5,22.5,4.5,22.5,1.5,1.5,620,85,8.5,45,2.8,,Breaded cutlet
402,Bratwurst,Main Course,Modern,380,18.5,32.5,12.5,2.5,1.5,0,980,0,0,25,2.5,,German sausage
403,Sauerkraut,Side Dish,Modern,25,1.2,0.2,0,5.5,2.5,3.5,680,0,35.5,35,1.5,,Fermented cabbage
404,Pretzel,Snack,Modern,280,8.5,2.5,0.5,56.5,2.5,2.8,1820,0,0,25,3.2,,Twisted bread
405,Strudel,Dessert,Modern,320,4.5,12.5,5.5,48.5,28.5,2.5,280,120,8.5,35,1.8,,Layered pastry
406,Spaetzle,Side Dish,Modern,220,8.5,4.5,1.5,38.5,2.5,2.2,420,120,0,45,2.5,,German egg noodles
407,Goulash,Stew,Modern,380,32.5,20.5,6.5,18.5,6.5,3.5,820,280,18.5,65,4.5,,Hungarian beef stew
408,Pierogi,Main Course,Modern,320,10.5,12.5,5.5,42.5,3.5,3.2,620,120,2.5,85,2.8,,Polish dumplings
409,Borscht,Soup,Modern,120,4.5,3.5,1.5,18.5,12.5,3.8,620,120,35.5,45,2.2,,Beet soup
410,Blini,Breakfast,Modern,180,5.5,6.5,2.5,25.5,3.5,1.5,320,85,0,65,1.5,,Russian pancakes
411,Beef Stroganoff,Main Course,Modern,480,35.5,32.5,15.5,12.5,5.5,1.5,820,280,3.5,120,4.5,,Russian beef in cream sauce
412,Chicken Kiev,Main Course,Modern,520,42.5,35.5,16.5,12.5,1.5,0.8,720,420,3.5,45,2.8,,Stuffed chicken breast
413,Pelmeni,Main Course,Modern,380,18.5,15.5,5.5,42.5,2.5,2.5,720,85,2.5,45,3.2,,Russian dumplings
414,Shashlik,Main Course,Modern,320,38.5,17.5,5.5,2.5,1.5,0.8,620,120,8.5,25,3.8,,Russian kebab
415,Olivier Salad,Salad,Modern,320,8.5,22.5,4.5,22.5,4.5,3.5,820,180,12.5,45,2.2,,Russian potato salad
416,Black Bread,Bread,Modern,220,7.5,1.5,0.3,45.5,3.5,6.5,580,0,0,35,3.5,,Russian rye bread
417,Kvass,Drink,Modern,45,0.5,0,0,10.5,8.5,0.5,15,0,2.5,10,0.5,,Fermented bread drink
418,Vareniki,Main Course,Modern,280,8.5,10.5,4.5,38.5,4.5,2.8,520,120,3.5,85,2.2,,Ukrainian dumplings
419,Chicken Paprikash,Main Course,Modern,420,32.5,28.5,12.5,12.5,5.5,2.5,720,480,10.5,120,3.2,,Hungarian chicken stew
420,Langos,Snack,Modern,480,10.5,28.5,5.5,48.5,3.5,2.5,820,85,2.5,85,3.2,,Hungarian fried bread
421,Cevapcici,Main Course,Modern,380,35.5,25.5,9.5,3.5,1.5,0.8,720,85,3.5,35,4.2,,Balkan grilled meat
422,Ajvar,Condiment,Modern,85,1.5,5.5,0.8,8.5,6.5,2.5,320,320,85.5,25,1.5,,Balkan pepper spread
423,Shopska Salad,Salad,Modern,180,8.5,12.5,6.5,10.5,6.5,3.5,620,180,28.5,220,1.8,,Bulgarian salad
424,Musaka,Main Course,Modern,420,20.5,28.5,10.5,20.5,8.5,3.8,720,220,12.5,180,3.8,,Balkan casserole
425,Sarma,Main Course,Modern,320,18.5,20.5,6.5,18.5,4.5,3.2,720,220,25.5,65,3.5,,Cabbage rolls
426,Burek,Snack,Modern,420,12.5,25.5,10.5,38.5,2.5,2.2,720,180,2.5,120,3.2,,Balkan phyllo pie
427,Karadjordjeva,Main Course,Modern,580,42.5,38.5,15.5,18.5,3.5,1.5,920,280,5.5,180,4.2,,Serbian breaded cutlet
428,Pljeskavica,Main Course,Modern,480,42.5,32.5,12.5,3.5,2.5,1.2,820,120,5.5,45,4.8,,Serbian burger
429,Raznjici,Main Course,Modern,380,40.5,22.5,7.5,2.5,1.5,0.8,680,85,5.5,30,4.2,,Serbian skewers
430,Gibanica,Breakfast,Modern,380,15.5,22.5,10.5,28.5,3.5,1.8,720,220,2.5,280,2.5,,Serbian cheese pie
431,Fish and Chips,Main Course,Modern,520,22.5,28.5,4.5,48.5,2.5,3.8,820,85,12.5,45,2.5,,British fried fish
432,Shepherd's Pie,Main Course,Modern,420,22.5,20.5,8.5,35.5,5.5,4.5,720,220,8.5,85,3.8,,British meat pie
433,Bangers and Mash,Main Course,Modern,520,18.5,32.5,12.5,38.5,5.5,4.2,980,120,3.5,65,3.2,,Sausages with mashed potato
434,Yorkshire Pudding,Side Dish,Modern,120,4.5,3.5,1.2,18.5,2.5,1.2,220,85,0,45,1.2,,British baked batter
435,Cornish Pasty,Snack,Modern,480,15.5,28.5,12.5,42.5,3.5,3.2,820,120,5.5,65,3.5,,British meat pastry
436,Scotch Egg,Snack,Modern,380,20.5,28.5,8.5,12.5,1.5,1.2,720,220,0,55,3.2,,Egg wrapped in sausage
437,Toad in Hole,Main Course,Modern,420,18.5,22.5,8.5,38.5,4.5,2.5,820,85,2.5,85,2.8,,Sausages in Yorkshire pudding
438,Bubble and Squeak,Side Dish,Modern,180,4.5,10.5,2.5,18.5,3.5,3.8,420,120,35.5,45,1.8,,Fried leftover vegetables
439,Black Pudding,Breakfast,Modern,380,15.5,28.5,10.5,18.5,1.5,1.2,1020,0,0,25,15.5,,Blood sausage
440,Haggis,Main Course,Modern,420,18.5,28.5,11.5,22.5,2.5,3.5,920,820,2.5,45,8.5,,Scottish savory pudding
441,Colcannon,Side Dish,Modern,220,4.5,10.5,5.5,28.5,3.5,3.8,420,120,35.5,85,1.8,,Irish potato and cabbage
442,Irish Stew,Stew,Modern,380,28.5,18.5,7.5,22.5,5.5,3.5,720,320,12.5,65,3.8,,Irish lamb stew
