id,name,category,type,calories,protein,fat,saturated_fat,carbs,sugar,fiber,sodium,vitamin_a,vitamin_c,calcium,iron,image_url,description
443,Boxty,Breakfast,Modern,220,4.5,8.5,2.5,32.5,2.5,2.8,420,0,8.5,25,1.5,,Irish potato pancake
444,Coddle,Stew,Modern,420,22.5,28.5,10.5,18.5,4.5,3.2,1020,120,8.5,65,2.8,,Irish sausage stew
445,Soda Bread,Bread,Modern,220,5.5,2.5,0.8,45.5,3.5,2.8,620,0,0,45,2.2,,Irish quick bread
446,Welsh Rarebit,Snack,Modern,320,15.5,20.5,12.5,18.5,3.5,1.5,720,280,2.5,380,1.8,,Cheese on toast
447,Cullen Skink,Soup,Modern,320,22.5,18.5,8.5,15.5,5.5,1.8,820,180,5.5,120,1.5,,Scottish smoked haddock soup
448,Neeps and Tatties,Side Dish,Modern,180,2.5,6.5,3.5,28.5,6.5,4.5,320,120,25.5,45,1.2,,Turnips and potatoes
449,Sticky Toffee Pudding,Dessert,Modern,420,4.5,15.5,8.5,68.5,52.5,2.5,380,220,2.5,85,1.8,,British date cake
450,Eton Mess,Dessert,Modern,380,3.5,22.5,14.5,42.5,38.5,1.8,65,120,85.5,85,0.8,,Strawberries cream meringue
451,Trifle,Dessert,Modern,320,4.5,12.5,7.5,48.5,38.5,1.5,180,85,15.5,120,1.2,,Layered dessert
452,Mince Pie,Dessert,Modern,380,3.5,15.5,6.5,58.5,38.5,2.5,280,85,8.5,35,1.8,,Christmas fruit pie
453,Christmas Pudding,Dessert,Modern,420,4.5,12.5,5.5,72.5,52.5,3.5,320,120,15.5,65,2.5,,Traditional fruit pudding
454,Battenberg Cake,Dessert,Modern,380,4.5,12.5,5.5,62.5,48.5,1.2,280,120,0,45,1.5,,Checkered sponge cake
455,Victoria Sponge,Dessert,Modern,420,5.5,20.5,10.5,56.5,38.5,1.2,320,220,2.5,85,1.5,,Classic sponge cake
456,Eccles Cake,Dessert,Modern,380,3.5,18.5,7.5,52.5,32.5,2.2,320,0,2.5,35,1.8,,Currant filled pastry
457,Bakewell Tart,Dessert,Modern,420,5.5,20.5,8.5,56.5,38.5,2.5,280,120,2.5,85,1.8,,Almond tart
458,Treacle Tart,Dessert,Modern,480,4.5,18.5,8.5,76.5,58.5,1.5,420,120,0,45,2.2,,Golden syrup tart
459,Spotted Dick,Dessert,Modern,380,5.5,12.5,6.5,62.5,38.5,2.5,420,85,2.5,85,2.2,,Steamed suet pudding
460,Bread and Butter Pudding,Dessert,Modern,320,8.5,12.5,6.5,45.5,28.5,2.2,380,180,2.5,180,2.2,,British bread pudding
461,Welsh Cakes,Dessert,Modern,180,2.5,8.5,3.5,24.5,12.5,1.2,220,85,0,35,1.2,,Griddle cakes
462,Shortbread,Dessert,Modern,520,5.5,28.5,18.5,62.5,22.5,2.2,320,320,0,35,2.5,,Scottish butter cookies
463,Dundee Cake,Dessert,Modern,380,5.5,15.5,6.5,56.5,38.5,2.5,280,120,8.5,65,2.2,,Scottish fruit cake
464,Parkin,Dessert,Modern,380,4.5,12.5,3.5,64.5,42.5,2.2,420,85,2.5,120,4.5,,Ginger cake
465,Rock Cake,Dessert,Modern,320,4.5,12.5,5.5,48.5,22.5,2.2,320,85,2.5,65,1.8,,Fruit scone
466,Crumpet,Breakfast,Modern,120,3.5,0.8,0.2,25.5,2.5,1.5,420,0,0,45,1.5,,Griddle bread
467,English Muffin,Breakfast,Modern,140,5.5,1.2,0.3,27.5,2.5,2.2,280,0,0,85,2.2,,Round flat bread
468,Scone,Breakfast,Modern,380,6.5,18.5,11.5,48.5,12.5,2.2,620,220,1.5,120,2.2,,British quick bread
469,Clotted Cream,Condiment,Modern,580,2.5,63.5,39.5,2.5,2.5,0,15,820,0,85,0.2,,Thick cream
470,Piccalilli,Condiment,Modern,85,1.2,0.5,0.1,18.5,12.5,2.5,820,85,25.5,35,1.2,,Pickled vegetables
471,Branston Pickle,Condiment,Modern,120,0.8,0.2,0,28.5,22.5,1.8,680,45,8.5,20,0.8,,Sweet pickle relish
472,HP Sauce,Condiment,Modern,95,1.2,0.2,0,22.5,18.5,0.8,920,85,5.5,25,1.5,,Brown sauce
473,Custard,Dessert,Modern,120,3.5,3.5,2.2,20.5,18.5,0,85,120,0,120,0.3,,British pudding sauce
474,Clafoutis,Dessert,Modern,220,5.5,6.5,3.5,35.5,22.5,1.8,180,120,12.5,85,1.2,,French fruit tart
475,Profiterole,Dessert,Modern,380,6.5,28.5,16.5,26.5,18.5,0.8,220,320,0,85,1.5,,Cream puff
476,Mille-feuille,Dessert,Modern,420,5.5,28.5,16.5,38.5,22.5,1.2,280,280,2.5,85,1.5,,Napoleon cake
477,Opera Cake,Dessert,Modern,480,6.5,28.5,15.5,52.5,42.5,2.5,180,220,0,65,2.2,,French layered cake
478,Palmier,Dessert,Modern,520,5.5,28.5,16.5,62.5,28.5,2.2,420,220,0,35,2.8,,Elephant ear pastry
479,Financier,Dessert,Modern,180,3.5,10.5,4.5,18.5,14.5,0.8,85,120,0,35,0.8,,Almond cake
480,Cannele,Dessert,Modern,220,3.5,8.5,3.5,33.5,28.5,0.5,85,120,1.5,85,0.8,,French pastry
481,Clementine Cake,Dessert,Modern,380,6.5,22.5,3.5,40.5,32.5,2.5,180,85,35.5,85,1.8,,Citrus almond cake
482,Sachertorte,Dessert,Modern,420,5.5,18.5,9.5,60.5,48.5,2.8,180,120,0,45,2.5,,Austrian chocolate cake
483,Linzer Torte,Dessert,Modern,380,5.5,20.5,8.5,45.5,28.5,3.5,220,85,15.5,65,2.2,,Austrian jam tart
484,Kaiserschmarrn,Dessert,Modern,380,10.5,15.5,6.5,52.5,22.5,1.8,320,220,2.5,120,2.2,,Shredded pancake
485,Apfelstrudel,Dessert,Modern,280,3.5,10.5,4.5,44.5,28.5,2.8,280,85,12.5,35,1.5,,Apple strudel
486,Lebkuchen,Dessert,Modern,380,5.5,12.5,2.5,62.5,38.5,2.8,320,0,2.5,65,2.5,,German gingerbread
487,Stollen,Dessert,Modern,420,6.5,18.5,8.5,58.5,32.5,3.2,380,120,8.5,65,2.5,,German Christmas bread
488,Black Forest Cake,Dessert,Modern,480,5.5,28.5,16.5,52.5,38.5,2.2,280,120,15.5,65,2.5,,German chocolate cake
489,Baumkuchen,Dessert,Modern,420,6.5,20.5,10.5,54.5,32.5,1.2,320,220,0,65,2.2,,Tree cake
490,Berliner,Dessert,Modern,380,6.5,18.5,5.5,48.5,22.5,1.8,320,120,2.5,45,2.2,,German jelly donut
491,Rote Grutze,Dessert,Modern,180,1.5,0.5,0.1,43.5,38.5,3.5,10,45,65.5,25,1.2,,Red fruit pudding
492,Spatzle,Side Dish,Modern,220,8.5,4.5,1.5,38.5,2.5,2.2,420,120,0,45,2.5,,German egg noodles
493,Kartoffelpuffer,Side Dish,Modern,280,4.5,15.5,2.5,32.5,2.5,2.8,520,0,15.5,25,1.5,,Potato pancakes
494,Sauerbraten,Main Course,Modern,380,42.5,18.5,5.5,12.5,6.5,1.5,820,120,8.5,45,4.5,,German pot roast
495,Rouladen,Main Course,Modern,420,38.5,25.5,8.5,8.5,3.5,1.5,920,180,5.5,45,4.2,,Beef roll ups
496,Eisbein,Main Course,Modern,580,42.5,42.5,15.5,2.5,1.5,0,1020,0,2.5,35,3.5,,Pork knuckle
497,Currywurst,Fast Food,Modern,480,18.5,38.5,14.5,18.5,12.5,2.5,1280,220,18.5,45,3.2,,Curry sausage
498,Leberwurst,Spread,Modern,380,15.5,34.5,12.5,3.5,2.5,0,980,5200,3.5,25,12.5,,Liver sausage
499,Weisswurst,Main Course,Modern,320,14.5,28.5,10.5,2.5,1.5,0,820,0,0,35,1.5,,White sausage
500,Knodel,Side Dish,Modern,220,5.5,6.5,2.5,36.5,2.5,2.5,520,0,0,35,1.8,,Bread dumplings
501,Chili Con Carne,Main Course,Modern,380,28.5,18.5,6.5,25.5,6.5,8.5,820,220,12.5,120,4.8,,Spicy meat and bean stew
502,Mac and Cheese,Main Course,Modern,420,18.5,20.5,12.5,42.5,4.5,2.2,820,280,0,380,2.5,,Macaroni with cheese sauce
503,Meatloaf,Main Course,Modern,380,28.5,25.5,9.5,12.5,4.5,1.5,820,120,5.5,65,3.5,,Baked ground meat dish
504,Pot Roast,Main Course,Modern,420,45.5,22.5,8.5,8.5,3.5,2.5,720,320,12.5,45,4.8,,Braised beef roast
505,Biscuits and Gravy,Breakfast,Modern,480,15.5,28.5,10.5,42.5,3.5,2.2,1020,120,2.5,120,3.2,,Southern breakfast dish
506,Grits,Breakfast,Modern,180,3.5,6.5,3.5,28.5,1.5,1.2,520,120,0,15,1.5,,Southern corn porridge
507,Jambalaya,Main Course,Modern,420,25.5,15.5,4.5,42.5,5.5,3.5,920,280,18.5,65,3.8,,Louisiana rice dish
508,Gumbo,Stew,Modern,380,28.5,20.5,5.5,22.5,5.5,3.8,820,320,15.5,85,4.2,,Louisiana stew
509,Po'boy,Sandwich,Modern,520,28.5,25.5,5.5,48.5,5.5,3.2,1020,180,12.5,120,4.2,,New Orleans sandwich
510,Beignet,Dessert,Modern,420,5.5,20.5,4.5,54.5,28.5,1.8,380,0,0,45,2.2,,New Orleans donut
511,Cornbread,Bread,Modern,220,4.5,8.5,2.5,32.5,8.5,2.5,520,120,0,85,1.8,,Southern corn bread
512,Hush Puppies,Side Dish,Modern,320,5.5,18.5,3.5,35.5,4.5,2.2,620,0,0,85,2.2,,Fried cornmeal balls
513,Fried Green Tomatoes,Appetizer,Modern,280,4.5,18.5,3.5,26.5,4.5,2.8,520,120,18.5,45,1.8,,Southern fried tomatoes
514,Shrimp and Grits,Main Course,Modern,480,28.5,28.5,12.5,28.5,3.5,2.2,920,320,5.5,180,3.5,,Southern seafood dish
515,Pulled Pork,Main Course,Modern,420,35.5,28.5,10.5,3.5,2.5,0,820,0,2.5,25,3.2,,Slow cooked shredded pork
516,BBQ Ribs,Main Course,Modern,580,42.5,42.5,15.5,6.5,5.5,0,920,85,3.5,45,4.5,,Barbecued pork ribs
517,Brisket,Main Course,Modern,520,48.5,35.5,14.5,0,0,0,95,0,0,15,5.2,,Slow cooked beef
518,Coleslaw,Side Dish,Modern,180,1.5,14.5,2.5,12.5,10.5,2.8,280,85,42.5,45,0.8,,Cabbage salad
519,Potato Salad,Side Dish,Modern,280,3.5,18.5,3.5,26.5,4.5,2.5,620,85,12.5,35,1.5,,American potato salad
520,Deviled Eggs,Appetizer,Modern,140,6.5,10.5,2.5,1.5,1.5,0,180,180,0,25,0.8,,Stuffed boiled eggs
521,Apple Pie,Dessert,Modern,380,3.5,15.5,6.5,58.5,32.5,3.5,380,85,12.5,20,1.8,,American fruit pie
522,Pecan Pie,Dessert,Modern,520,6.5,28.5,5.5,64.5,42.5,3.5,320,120,2.5,45,2.5,,Southern nut pie
523,Pumpkin Pie,Dessert,Modern,320,5.5,12.5,5.5,48.5,32.5,3.5,380,680,3.5,120,2.2,,Thanksgiving dessert
524,Key Lime Pie,Dessert,Modern,420,6.5,20.5,12.5,54.5,45.5,0.8,320,220,12.5,85,1.2,,Florida citrus pie
525,Cheesecake,Dessert,Modern,480,8.5,32.5,18.5,40.5,32.5,0.5,380,380,1.5,120,1.2,,American cream cheese cake
526,Brownies,Dessert,Modern,420,5.5,20.5,8.5,58.5,42.5,2.8,280,120,0,45,2.8,,Chocolate squares
527,Chocolate Chip Cookies,Dessert,Modern,480,5.5,22.5,10.5,68.5,38.5,2.5,380,120,0,45,2.8,,American cookies
528,S'mores,Dessert,Modern,380,4.5,12.5,5.5,68.5,48.5,2.2,320,0,0,85,2.5,,Campfire dessert
529,Rice Krispies Treats,Dessert,Modern,180,1.5,4.5,2.5,35.5,18.5,0.5,180,480,6.5,5,4.5,,Marshmallow cereal bars
530,Banana Split,Dessert,Modern,520,8.5,22.5,14.5,76.5,62.5,3.5,180,280,38.5,180,1.5,,Ice cream sundae
531,Milkshake,Drink,Modern,420,10.5,15.5,9.5,62.5,58.5,0,280,320,2.5,380,0.5,,Blended ice cream drink
532,Root Beer Float,Drink,Modern,280,3.5,8.5,5.5,48.5,45.5,0,120,120,0,120,0.2,,Ice cream soda
533,Smoothie,Drink,Modern,220,5.5,2.5,0.5,48.5,38.5,4.5,85,180,85.5,120,1.5,,Blended fruit drink
534,Iced Tea,Drink,Modern,85,0,0,0,22.5,22.5,0,10,0,0,5,0.1,,Cold tea drink
535,Lemonade,Drink,Modern,120,0.2,0,0,32.5,30.5,0.5,10,0,15.5,10,0.1,,Lemon drink
536,Arnold Palmer,Drink,Modern,100,0.1,0,0,27.5,26.5,0.2,10,0,8.5,8,0.1,,Tea lemonade mix
537,Bloody Mary,Drink,Modern,125,1.5,0,0,6.5,4.5,1.2,680,120,22.5,20,0.8,,Tomato vodka cocktail
538,Margarita,Drink,Modern,280,0.5,0.2,0,18.5,16.5,0,320,0,12.5,10,0.1,,Tequila lime cocktail
539,Mojito,Drink,Modern,220,0.5,0,0,22.5,20.5,0.5,10,45,15.5,15,0.5,,Rum mint cocktail
540,Pina Colada,Drink,Modern,320,1.5,8.5,7.5,42.5,40.5,1.2,15,45,8.5,25,0.5,,Coconut rum cocktail
541,Caesar,Drink,Modern,180,1.5,0,0,8.5,6.5,1.5,920,180,18.5,25,1.2,,Canadian cocktail
542,Bellini,Drink,Modern,180,0.5,0,0,18.5,16.5,0.8,5,85,8.5,10,0.2,,Peach prosecco cocktail
543,Mimosa,Drink,Modern,120,0.5,0,0,12.5,10.5,0.2,5,45,35.5,10,0.1,,Orange champagne cocktail
544,Sangria,Drink,Modern,180,0.5,0,0,20.5,18.5,0.8,15,45,15.5,20,0.5,,Spanish wine punch
545,Irish Coffee,Drink,Modern,220,1.5,8.5,5.5,12.5,10.5,0,25,120,0,25,0.2,,Coffee with whiskey
546,Espresso Martini,Drink,Modern,280,0.5,0,0,22.5,20.5,0,10,0,0,5,0.3,,Coffee vodka cocktail
547,Manhattan,Drink,Modern,180,0,0,0,3.5,2.5,0,5,0,0,5,0.2,,Whiskey vermouth cocktail
548,Old Fashioned,Drink,Modern,160,0,0,0,4.5,4.5,0,5,0,0,5,0.1,,Whiskey bitters cocktail
549,Cosmopolitan,Drink,Modern,220,0,0,0,14.5,12.5,0,5,0,12.5,5,0.1,,Vodka cranberry cocktail
550,Daiquiri,Drink,Modern,180,0,0,0,8.5,7.5,0,5,0,8.5,5,0.1,,Rum lime cocktail
551,Whiskey Sour,Drink,Modern,180,0.5,0,0,10.5,9.5,0,10,0,12.5,10,0.1,,Whiskey lemon cocktail
552,Gin and Tonic,Drink,Modern,180,0,0,0,14.5,14.5,0,10,0,0,5,0,,Gin tonic water
553,Rum and Coke,Drink,Modern,220,0,0,0,22.5,22.5,0,10,0,0,5,0,,Rum cola mix
554,Long Island Iced Tea,Drink,Modern,280,0,0,0,18.5,17.5,0,10,0,8.5,5,0.1,,Multi-liquor cocktail
555,Mai Tai,Drink,Modern,320,0.5,0,0,28.5,26.5,0,10,0,8.5,10,0.2,,Tropical rum cocktail
556,Blue Hawaiian,Drink,Modern,340,1.5,7.5,6.5,34.5,32.5,0.8,15,45,12.5,20,0.3,,Blue tropical cocktail
557,Sex on the Beach,Drink,Modern,280,0.5,0,0,28.5,26.5,0,10,45,15.5,10,0.1,,Vodka peach cocktail
558,Tequila Sunrise,Drink,Modern,230,0.5,0,0,24.5,22.5,0.2,10,45,18.5,10,0.2,,Tequila orange cocktail
559,White Russian,Drink,Modern,360,3.5,15.5,9.5,28.5,26.5,0,65,180,0,85,0.2,,Vodka coffee liqueur cream
560,Black Russian,Drink,Modern,220,0,0,0,16.5,15.5,0,5,0,0,5,0.1,,Vodka coffee liqueur
561,Negroni,Drink,Modern,190,0,0,0,8.5,7.5,0,5,0,0,5,0.2,,Gin Campari vermouth
562,Aperol Spritz,Drink,Modern,180,0,0,0,18.5,16.5,0,10,0,2.5,10,0.1,,Aperol prosecco cocktail
563,Paloma,Drink,Modern,180,0,0,0,14.5,12.5,0,320,0,15.5,10,0.1,,Tequila grapefruit cocktail
564,Moscow Mule,Drink,Modern,180,0,0,0,14.5,13.5,0,10,0,3.5,10,0.1,,Vodka ginger beer
565,Dark and Stormy,Drink,Modern,180,0,0,0,18.5,17.5,0,10,0,2.5,10,0.2,,Rum ginger beer
566,Mint Julep,Drink,Modern,180,0,0,0,8.5,7.5,0,5,45,8.5,15,0.5,,Bourbon mint cocktail
567,Sazerac,Drink,Modern,180,0,0,0,2.5,1.5,0,5,0,0,5,0.1,,Rye whiskey cocktail
568,Sidecar,Drink,Modern,220,0,0,0,10.5,9.5,0,5,0,8.5,5,0.1,,Cognac orange cocktail
569,French 75,Drink,Modern,180,0,0,0,10.5,9.5,0,10,0,12.5,10,0.1,,Gin champagne cocktail
570,Ramos Gin Fizz,Drink,Modern,280,2.5,8.5,5.5,18.5,16.5,0,65,120,12.5,45,0.2,,Gin cream cocktail
571,Tom Collins,Drink,Modern,180,0,0,0,14.5,13.5,0,10,0,12.5,10,0.1,,Gin lemon cocktail
572,Brandy Alexander,Drink,Modern,320,2.5,12.5,7.5,18.5,16.5,0,45,180,0,65,0.2,,Brandy cream cocktail
573,Grasshopper,Drink,Modern,280,2.5,10.5,6.5,22.5,20.5,0,45,180,0,65,0.2,,Mint chocolate cocktail
574,Mudslide,Drink,Modern,480,4.5,18.5,11.5,48.5,45.5,0.5,120,280,0,120,0.5,,Chocolate cream cocktail
575,Fuzzy Navel,Drink,Modern,180,0.5,0,0,22.5,20.5,0.2,5,45,35.5,10,0.1,,Peach schnapps orange
576,Kamikaze,Drink,Modern,180,0,0,0,8.5,7.5,0,5,0,8.5,5,0.1,,Vodka triple sec lime
577,Lemon Drop,Drink,Modern,220,0,0,0,18.5,17.5,0,10,0,12.5,5,0.1,,Vodka lemon cocktail
578,Appletini,Drink,Modern,240,0,0,0,18.5,17.5,0,5,0,2.5,5,0.1,,Apple vodka martini
579,Espresso,Drink,Modern,5,0.3,0.2,0,0.8,0.5,0,5,0,2.5,5,0.3,,Strong coffee
580,Cappuccino,Drink,Modern,120,6.5,6.5,3.5,10.5,10.5,0,85,180,0,180,0.2,,Coffee with steamed milk
581,Latte,Drink,Modern,180,9.5,9.5,5.5,15.5,14.5,0,120,280,0,280,0.3,,Coffee with milk
582,Americano,Drink,Modern,10,0.5,0,0,1.5,0,0,10,0,5.5,10,0.5,,Diluted espresso
583,Macchiato,Drink,Modern,85,3.5,4.5,2.5,7.5,7.5,0,55,85,0,85,0.2,,Espresso with foam
584,Flat White,Drink,Modern,120,6.5,7.5,4.5,9.5,9.5,0,85,180,0,180,0.2,,Strong milky coffee
585,Cortado,Drink,Modern,85,4.5,4.5,2.5,6.5,6.5,0,55,120,0,120,0.2,,Equal parts espresso milk
586,Gibraltar,Drink,Modern,95,4.5,5.5,3.5,7.5,7.5,0,65,120,0,120,0.2,,Cortado in glass
587,Piccolo,Drink,Modern,65,3.5,3.5,2.2,5.5,5.5,0,45,85,0,85,0.1,,Small latte
588,Affogato,Dessert,Modern,180,2.5,8.5,5.5,22.5,20.5,0,45,120,0,65,0.3,,Coffee ice cream
589,Irish Coffee,Drink,Modern,220,1.5,8.5,5.5,12.5,10.5,0,25,120,0,25,0.2,,Coffee whiskey cream
590,Turkish Coffee,Drink,Modern,25,0.5,0.5,0.2,4.5,4.5,0,10,0,0,10,0.5,,Unfiltered coffee
591,Vietnamese Coffee,Drink,Modern,180,3.5,6.5,4.5,28.5,26.5,0,65,120,0,85,0.5,,Coffee condensed milk
592,Cold Brew,Drink,Modern,5,0.3,0,0,1.2,0,0,5,0,2.5,5,0.3,,Cold extracted coffee
593,Nitro Coffee,Drink,Modern,5,0.3,0,0,1.2,0,0,5,0,2.5,5,0.3,,Nitrogen infused coffee
594,Bulletproof Coffee,Drink,Modern,320,0.5,35.5,22.5,0.5,0,0,5,0,0,5,0.3,,Coffee with butter
595,Chai Latte,Drink,Modern,220,8.5,8.5,5.5,28.5,26.5,0,120,220,0,280,0.5,,Spiced tea latte
596,Matcha Latte,Drink,Modern,180,8.5,7.5,4.5,22.5,20.5,1.5,120,320,0,280,0.5,,Green tea latte
597,Golden Milk,Drink,Modern,180,6.5,9.5,6.5,18.5,16.5,0,95,180,2.5,280,1.5,,Turmeric milk
598,Hot Chocolate,Drink,Modern,280,10.5,12.5,7.5,35.5,32.5,2.5,180,280,2.5,320,2.2,,Chocolate milk drink
599,Horchata,Drink,Modern,120,1.5,3.5,0.5,24.5,18.5,0.8,35,85,2.5,45,0.8,,Rice cinnamon drink
600,Bubble Tea,Drink,Modern,280,2.5,5.5,3.5,62.5,48.5,0.5,85,0,2.5,85,0.5,,Tea with tapioca pearls